finding_url,repository,repository_url,title,description,severity,status,detected_at,committed_at,author_email,assignee_name,assignee_email,has_patch,configured_scan_id,commit_hash,relevant_paths,resolution_reason
https://chatgpt.com/codex/cloud/security/findings/3e5b4a68b3288191a46e2e897019db4f,Easton97-Jens/ModSecurity-test-Framework,https://github.com/Easton97-Jens/ModSecurity-test-Framework,MRTS submodule update can execute forked code,"The only code change is the MRTS submodule pointer, moving tools/MRTS from 13aa91291adea12d5c607fdd165d010fcfb1da78 to 13e6aefebe1dd2179f8b44b6d9eea67e64325316. The configured submodule remote is a personal fork, not the official owasp-modsecurity/MRTS repository. When MRTS support is used, the framework runs tools/MRTS/mrts/generate-rules.py directly with Python. The generated output is then imported into framework cases, and the importer hard-codes the origin repo as owasp-modsecurity/MRTS. This means the submodule revision changed by this commit is an executable supply-chain dependency: a malicious MRTS submodule revision can run arbitrary Python on any runner or developer machine that initializes the submodule and invokes MRTS targets, while generated cases can be represented as official MRTS-derived material. Default GitHub Actions checkouts set submodules: false, which reduces direct PR-CI reachability, so this is not critical, but it remains a high-impact supply-chain/code-execution issue for trusted MRTS runs.",high,new,2026-07-24T16:42:34.613584Z,2026-07-24 16:36:49 +0000,Jens_st97@gmx.de,,,false,user-cTR8W8YixbRnTZ4QJJXk1jpW:github-1240166325,77d73decd094a8f289fbe0ef2582f12430923e24,tools/MRTS | gitmodules | ci/provisioning/generate-mrts.sh | ci/lib/mrts-common.sh | Makefile | ci/provisioning/import-mrts-cases.py,
https://chatgpt.com/codex/cloud/security/findings/6e64449e9d4481918fbcc63aef4ab41e,Easton97-Jens/ModSecurity-test-Framework,https://github.com/Easton97-Jens/ModSecurity-test-Framework,MRTS submodule redirected to personal fork,"The changed `.gitmodules` now instructs users and any recursive-submodule automation to fetch `tools/MRTS` from `https://github.com/Easton97-Jens/MRTS.git` instead of the expected `owasp-modsecurity/MRTS` upstream. MRTS is not just passive data: the framework's MRTS generation path executes `tools/MRTS/mrts/generate-rules.py` and imports generated cases. The importer still labels generated cases as originating from `owasp-modsecurity/MRTS`, so content coming from the personal fork can be represented as official OWASP MRTS provenance. The current gitlink commit remains pinned, so a normal `git submodule update --init` cannot be transparently replaced without changing the recorded submodule commit or defeating Git object identity. However, this commit moves the authoritative configured remote to an attacker-controlled namespace, making `--remote` submodule updates, future submodule pointer refreshes, connector CI integrations, or operator workflows that initialize and update MRTS consume code/data from the fork and potentially execute it during MRTS generation.",high,new,2026-07-24T09:52:53.639732Z,2026-07-24 11:35:24 +0200,66330090+Easton97-Jens@users.noreply.github.com,,,false,user-cTR8W8YixbRnTZ4QJJXk1jpW:github-1240166325,c14cef51f5639ee39053be809d46d86eff853e0b,gitmodules | ci/provisioning/generate-mrts.sh | ci/provisioning/import-mrts-cases.py | Makefile,
https://chatgpt.com/codex/cloud/security/findings/990e73aec6948191a3206a204a7d5881,Easton97-Jens/ModSecurity-test-Framework,https://github.com/Easton97-Jens/ModSecurity-test-Framework,Python updater workflow permits hidden write-token actions,"The commit adds a scheduled/manual Python updater workflow with a publish job that has contents:write and pull-requests:write. The corresponding checker allow-lists check-python-version.yml for those writes and for token references, then validates only selected substrings and the presence of exactly one create-pull-request step. It does not enforce an exact publish-step allowlist or reject additional uses: steps. Because some already locked actions, notably actions/github-script, can receive github.token via action defaults without an explicit token string in the workflow YAML, a malicious workflow change can add such a pinned action to the publish job and still pass the workflow pin checks, check-ci-security-contract.py, check-python-version.py, and evidence contract checks. After that change is merged, a scheduled/manual run on master would execute the extra action with the job's write-scoped token, bypassing the intended constraint that the publisher only creates a draft PR containing .python-version.",high,new,2026-07-23T08:12:25.192525Z,2026-07-22 16:15:34 +0000,Jens_st97@gmx.de,,,false,user-cTR8W8YixbRnTZ4QJJXk1jpW:github-1240166325,567a44be00a55795d216fa60a73337b4db6d9a97,github/workflows/check-python-version.yml | ci/checks/security/check-ci-security-contract.py,
https://chatgpt.com/codex/cloud/security/findings/932c7c43d8d88191a06ca768bba69f42,Easton97-Jens/ModSecurity-test-Framework,https://github.com/Easton97-Jens/ModSecurity-test-Framework,Shared /tmp auto-discovery enables smoke cache poisoning,"The new connector_smoke_default_verified_roots function always adds /tmp/ModSecurity-conector-verified and /var/tmp/ModSecurity-conector-verified search locations, even when those paths were not configured for the current run. find_runtime_binary now searches these shared locations for executable connector runtimes, and connector_smoke_resolve_modsecurity_backend now scans their component-cache directories for libmodsecurity manifests/prefixes. Because /tmp and /var/tmp are shared writable locations on many developer and CI hosts, another local user or a previous untrusted job can pre-create a matching tree such as /tmp/ModSecurity-conector-verified/bin/envoy or /tmp/ModSecurity-conector-verified/component-cache/builds/modsecurity/*/manifest.json with attacker-controlled headers and libmodsecurity.so. A later smoke run can then select and execute/load that artifact without checksum, ownership, or provenance verification. Before this commit, discovery was limited to configured cache/build roots; the new hard-coded shared fallbacks introduce the poisoning path.",high,new,2026-06-23T11:57:25.945813Z,2026-06-23 11:50:44 +0000,Jens_st97@gmx.de,,,false,user-cTR8W8YixbRnTZ4QJJXk1jpW:github-1240166325,c1e71c2b4146d47abe1bdedd1aae2c38d21cb055,ci/connector-smoke-common.sh,
https://chatgpt.com/codex/cloud/security/findings/49dfbbb3887c819187fdbd9b670341c1,Easton97-Jens/ModSecurity-test-Framework,https://github.com/Easton97-Jens/ModSecurity-test-Framework,Lighttpd build trusts staged source and unsafe build paths,"The new lighttpd build support treats any existing LIGHTTPD_SOURCE_STAGE_DIR as trusted and skips the pinned download and SHA256 verification path. With ALLOW_RUNTIME_BUILDS=1, the script then runs that directory's configure script. The staged source directory is not required to be under the component cache and is not tied to a verified archive, so a poisoned cache or attacker-controlled environment can cause arbitrary code execution in the CI/build account. Separately, LIGHTTPD_BUILD_ROOT is environment-controlled and is deleted with rm -rf. The only under-cache check used for it is a raw string prefix check, so values containing ../ can pass as if they are under CONNECTOR_COMPONENT_CACHE while resolving outside it. This bypasses the intended path restrictions and can delete or recreate directories outside the generated component cache.",high,new,2026-06-23T10:22:07.764082Z,2026-06-23 10:16:24 +0000,Jens_st97@gmx.de,,,false,user-cTR8W8YixbRnTZ4QJJXk1jpW:github-1240166325,1cf327f5e4272d5d9bcf5ad6eb1b231d518f4a64,ci/prepare-lighttpd-runtime.sh | ci/runtime-component-common.sh,
https://chatgpt.com/codex/cloud/security/findings/6645193c8a4081919df834437048f38c,Easton97-Jens/ModSecurity-test-Framework,https://github.com/Easton97-Jens/ModSecurity-test-Framework,RESPONSE_BODY report guard now promotes pass-through to PASS,"RESPONSE_BODY pass-through cases explicitly do not prove that a connector can inspect and block response bodies. Before this commit, those rows were rendered as RESPONSE_BODY_PASS_THROUGH or prefixed non-promoted statuses, and check-response-body-promotion.py rejected any RESPONSE_BODY row that appeared as plain PASS. The commit sets RESPONSE_BODY_PASS_THROUGH_STATUS to PASS, makes response_body_pass_through_status() ignore classification, collapses all pass/fail classifications to plain PASS/FAIL, and removes the plain-PASS checks from the promotion guard. update-runtime-snapshot.py then serializes this computed value as matrix_status. As a result, a normal passing response_body_pass pass-through run, or a malicious connector/runtime summary reporting a RESPONSE_BODY-related case as pass, can be published in runtime matrices as plain PASS even though promotion_allowed remains false and the YAML limitations say pass-through is not blocking proof. This undermines the framework's security-evidence integrity and can create false assurance that a WAF connector supports RESPONSE_BODY enforcement.",high,new,2026-06-07T19:26:42.624139Z,2026-06-07 11:59:29 +0000,Jens_st97@gmx.de,,,false,user-cTR8W8YixbRnTZ4QJJXk1jpW:github-1240166325,38a4ca7e8f7a1d2922601f897cd3d3fd06b2b957,ci/response_body_status.py | ci/update-runtime-snapshot.py | ci/check-response-body-promotion.py | tests/cases/response/body/response_body_pass.yaml,
https://chatgpt.com/codex/cloud/security/findings/f2c4b104dc288191b7976a77bc5d6f02,Easton97-Jens/ModSecurity-test-Framework,https://github.com/Easton97-Jens/ModSecurity-test-Framework,Ignored files bypass ModSecurity v3 provenance checks,"The commit adds a full recursive provenance validator for the approved ModSecurity v3 source tree and submodules. Its cleanliness gate uses `git status --porcelain=v1 --untracked-files=all`, which reports normal untracked files but does not report ignored files unless `--ignored` is also used. The follow-up `git ls-files -v` check only covers tracked index entries. As a result, an attacker who can supply or pre-populate an existing `MODSECURITY_V3_SOURCE_DIR` can keep HEAD, origins, gitdirs, gitlinks, and tracked files at the approved commits while adding ignored files such as stale/generated build outputs. The direct build path then performs `cp -a` of the whole source tree after validation, preserving those ignored files into the build directory. This undermines the new source-provenance boundary because ignored artifacts are not proven to come from the approved commits but can still affect or satisfy the build.",medium,new,2026-07-24T04:25:06.589073Z,2026-07-23 19:08:52 +0000,Jens_st97@gmx.de,,,false,user-cTR8W8YixbRnTZ4QJJXk1jpW:github-1240166325,3b67efb8534fb56a93f085897417ada449ff1a39,ci/lib/common.sh | ci/provisioning/build-v3-under-src.sh,
https://chatgpt.com/codex/cloud/security/findings/ca36c37a1b8c8191bf5bba672b843f46,Easton97-Jens/ModSecurity-test-Framework,https://github.com/Easton97-Jens/ModSecurity-test-Framework,RESPONSE_BODY runtime rows are promoted to PASS,"The changed update-runtime-snapshot.py no longer short-circuits RESPONSE_BODY-related pass results to NOT_EXECUTABLE. After the removal, matrix_status() delegates such rows to matrix_status_for_result(), whose RESPONSE_BODY pass-through status is the literal string PASS. The later non-promotion step adds flags such as response_body_non_verified=true and promotion_allowed=false, but it does not recompute or overwrite matrix_status, and case_matrix_status() only checks flags that were already present in the input summary before those flags are added. As a result, generated runtime snapshots can contain RESPONSE_BODY rows with matrix_status=PASS, which weakens the framework's report-integrity guard against treating RESPONSE_BODY pass-through evidence as verified coverage.",medium,new,2026-07-21T07:22:23.108064Z,2026-07-21 04:15:45 +0000,Jens_st97@gmx.de,,,false,user-cTR8W8YixbRnTZ4QJJXk1jpW:github-1240166325,352401c5e451fcdf6f9a8b7cd78f09b65ae9ec52,ci/reporting/update-runtime-snapshot.py | ci/lib/response_body_status.py,
https://chatgpt.com/codex/cloud/security/findings/de250c7664b88191be2cf8ec9caf52f2,Easton97-Jens/ModSecurity-test-Framework,https://github.com/Easton97-Jens/ModSecurity-test-Framework,Protocol evidence validator allows HTTP/3 fallback flag,"The protocol evidence validator was changed from a regex-based command policy that explicitly rejected `--http3` to token-based checks. The new forbidden option set omits `--http3`, and `_command_policy_errors` only verifies that the required forced-protocol flag is present. As a result, a command such as `curl --fail-with-body --output /dev/null --http2 --http3 ...` or `curl --fail-with-body --output /dev/null --http3-only --http3 ...` is accepted even though `--http3` is a fallback-capable protocol selector and can contradict or override the intended no-fallback forced protocol profile. This weakens the integrity of H2/H3 protocol evidence and can allow crafted connector/runtime evidence to be treated as valid despite not proving the selected protocol was forced.",medium,new,2026-07-21T07:22:39.154712Z,2026-07-20 20:05:11 +0000,Jens_st97@gmx.de,,,false,user-cTR8W8YixbRnTZ4QJJXk1jpW:github-1240166325,80e89634ede7c352fc05e42b0317988ba4d39548,ci/checks/protocol/check_protocol_evidence.py,
https://chatgpt.com/codex/cloud/security/findings/864b7d9ee20081919d081396d2a233ad,Easton97-Jens/ModSecurity-test-Framework,https://github.com/Easton97-Jens/ModSecurity-test-Framework,Workflow checker misses serialized secret contexts,"The commit introduces ci/checks/security/check-github-actions-workflows.py to enforce the repository's workflow trust boundary. Its secret and github.token detection only matches direct property/index access, such as secrets.FOO, secrets['FOO'], github.token, or github['token']. GitHub Actions expressions can also expose entire contexts, for example ${{ toJSON(secrets) }} or ${{ toJSON(github) }}. Those strings do not match the new regexes, so contains_secret_reference() and contains_github_token_reference() return false. As a result, an unsafe pull_request workflow could place all available secrets into an environment variable, or a workflow/job-level environment could expose the github context including github.token under another name, while the new checker reports success. The currently committed workflows do not contain such a bypass, but the newly introduced security gate has a false negative that can provide false assurance for future workflow changes.",medium,new,2026-07-19T15:34:14.272054Z,2026-07-19 17:12:25 +0200,66330090+Easton97-Jens@users.noreply.github.com,,,false,user-cTR8W8YixbRnTZ4QJJXk1jpW:github-1240166325,7a12073c28e62a67492dd501b6513b9914fe5df8,ci/checks/security/check-github-actions-workflows.py,
